[2015-04-09 18:42:08,890:INFO]:========= Begin to download sensor data in date 2015-04-08 =========
[2015-04-09 18:42:30,539:INFO]:No data file generated for SDWSY01-DW in day 2015-04-08.
[2015-04-09 18:42:30,894:INFO]:No data file generated for SDWSY01-DW1 in day 2015-04-08.
[2015-04-09 18:42:31,016:INFO]:No data file generated for SDWSY01-DW2 in day 2015-04-08.
[2015-04-09 18:42:31,141:INFO]:No data file generated for SDWSY01-DW3 in day 2015-04-08.
[2015-04-09 18:42:31,286:INFO]:No data file generated for SDWSY01-DW4 in day 2015-04-08.
[2015-04-09 18:42:31,467:INFO]:No data file generated for SDWSY01-DW5 in day 2015-04-08.
[2015-04-09 18:42:31,627:INFO]:No data file generated for SDWSY01-DW6 in day 2015-04-08.
[2015-04-09 18:42:31,753:INFO]:No data file generated for SDWSY02-DA in day 2015-04-08.
[2015-04-09 18:42:31,881:INFO]:No data file generated for SDWSY02-DC in day 2015-04-08.
[2015-04-09 18:42:32,019:INFO]:No data file generated for SDWSY02-DG in day 2015-04-08.
[2015-04-09 18:42:32,148:INFO]:No data file generated for SDWSY02-DH in day 2015-04-08.
[2015-04-09 18:42:32,276:INFO]:No data file generated for SDWSY02-DL in day 2015-04-08.
[2015-04-09 18:42:32,400:INFO]:No data file generated for SDWSY02-DL1 in day 2015-04-08.
[2015-04-09 18:42:32,525:INFO]:No data file generated for SDWSY02-DL2 in day 2015-04-08.
[2015-04-09 18:42:32,644:INFO]:No data file generated for SDWSY02-DL3 in day 2015-04-08.
[2015-04-09 18:42:32,789:INFO]:No data file generated for SDWSY02-DL4 in day 2015-04-08.
[2015-04-09 18:42:32,944:INFO]:No data file generated for SDWSY02-DL5 in day 2015-04-08.
[2015-04-09 18:42:33,069:INFO]:No data file generated for SDWSY02-DL6 in day 2015-04-08.
[2015-04-09 18:42:33,194:INFO]:No data file generated for SDWSY02-DN in day 2015-04-08.
[2015-04-09 18:42:33,345:INFO]:No data file generated for SDWSY02-DO in day 2015-04-08.
[2015-04-09 18:42:33,467:INFO]:No data file generated for SDWSY02-DS in day 2015-04-08.
[2015-04-09 18:42:33,598:INFO]:No data file generated for SDWSY02-DT in day 2015-04-08.
[2015-04-09 18:42:33,717:INFO]:No data file generated for SDWSY02-DV in day 2015-04-08.
[2015-04-09 18:42:33,851:INFO]:No data file generated for SDWSY02-DW in day 2015-04-08.
[2015-04-09 18:42:33,992:INFO]:No data file generated for SDWSY02-DW1 in day 2015-04-08.
[2015-04-09 18:42:34,158:INFO]:No data file generated for SDWSY02-DW2 in day 2015-04-08.
[2015-04-09 18:42:34,288:INFO]:No data file generated for SDWSY02-DW3 in day 2015-04-08.
[2015-04-09 18:42:34,413:INFO]:No data file generated for SDWSY02-DW4 in day 2015-04-08.
[2015-04-09 18:42:34,538:INFO]:No data file generated for SDWSY02-DW5 in day 2015-04-08.
[2015-04-09 18:42:34,663:INFO]:No data file generated for SDWSY02-DW6 in day 2015-04-08.
[2015-04-09 18:42:34,838:INFO]:No data file generated for SDWXY01-DA in day 2015-04-08.
[2015-04-09 18:42:34,973:INFO]:No data file generated for SDWXY01-DC in day 2015-04-08.
[2015-04-09 18:42:35,114:INFO]:No data file generated for SDWXY01-DG in day 2015-04-08.
[2015-04-09 18:42:35,299:INFO]:No data file generated for SDWXY01-DH in day 2015-04-08.
[2015-04-09 18:42:35,417:INFO]:No data file generated for SDWXY01-DL in day 2015-04-08.
[2015-04-09 18:42:35,546:INFO]:No data file generated for SDWXY01-DL1 in day 2015-04-08.
[2015-04-09 18:42:35,665:INFO]:No data file generated for SDWXY01-DL2 in day 2015-04-08.
[2015-04-09 18:42:35,776:INFO]:No data file generated for SDWXY01-DL3 in day 2015-04-08.
[2015-04-09 18:42:35,901:INFO]:No data file generated for SDWXY01-DL4 in day 2015-04-08.
[2015-04-09 18:42:36,046:INFO]:No data file generated for SDWXY01-DL5 in day 2015-04-08.
[2015-04-09 18:42:36,168:INFO]:No data file generated for SDWXY01-DL6 in day 2015-04-08.
[2015-04-09 18:42:36,286:INFO]:No data file generated for SDWXY01-DN in day 2015-04-08.
[2015-04-09 18:42:36,403:INFO]:No data file generated for SDWXY01-DO in day 2015-04-08.
[2015-04-09 18:42:36,525:INFO]:No data file generated for SDWXY01-DS in day 2015-04-08.
[2015-04-09 18:42:36,641:INFO]:No data file generated for SDWXY01-DT in day 2015-04-08.
[2015-04-09 18:42:36,763:INFO]:No data file generated for SDWXY01-DV in day 2015-04-08.
[2015-04-09 18:42:36,898:INFO]:No data file generated for SDWXY01-DW in day 2015-04-08.
[2015-04-09 18:42:37,030:INFO]:No data file generated for SDWXY01-DW1 in day 2015-04-08.
[2015-04-09 18:42:37,154:INFO]:No data file generated for SDWXY01-DW2 in day 2015-04-08.
[2015-04-09 18:42:37,289:INFO]:No data file generated for SDWXY01-DW3 in day 2015-04-08.
[2015-04-09 18:42:37,417:INFO]:No data file generated for SDWXY01-DW4 in day 2015-04-08.
[2015-04-09 18:42:37,532:INFO]:No data file generated for SDWXY01-DW5 in day 2015-04-08.
[2015-04-09 18:42:37,658:INFO]:No data file generated for SDWXY01-DW6 in day 2015-04-08.
[2015-04-09 18:42:37,790:INFO]:No data file generated for SDWXY02-DA in day 2015-04-08.
[2015-04-09 18:42:37,950:INFO]:No data file generated for SDWXY02-DC in day 2015-04-08.
[2015-04-09 18:42:38,075:INFO]:No data file generated for SDWXY02-DG in day 2015-04-08.
[2015-04-09 18:42:38,198:INFO]:No data file generated for SDWXY02-DH in day 2015-04-08.
[2015-04-09 18:42:38,444:INFO]:No data file generated for SDWXY02-DL in day 2015-04-08.
[2015-04-09 18:42:38,559:INFO]:No data file generated for SDWXY02-DL1 in day 2015-04-08.
[2015-04-09 18:42:38,681:INFO]:No data file generated for SDWXY02-DL2 in day 2015-04-08.
[2015-04-09 18:42:38,808:INFO]:No data file generated for SDWXY02-DL3 in day 2015-04-08.
[2015-04-09 18:42:38,934:INFO]:No data file generated for SDWXY02-DL4 in day 2015-04-08.
[2015-04-09 18:42:39,048:INFO]:No data file generated for SDWXY02-DL5 in day 2015-04-08.
[2015-04-09 18:42:39,221:INFO]:No data file generated for SDWXY02-DL6 in day 2015-04-08.
[2015-04-09 18:42:39,338:INFO]:No data file generated for SDWXY02-DN in day 2015-04-08.
[2015-04-09 18:42:39,471:INFO]:No data file generated for SDWXY02-DO in day 2015-04-08.
[2015-04-09 18:42:39,622:INFO]:No data file generated for SDWXY02-DS in day 2015-04-08.
[2015-04-09 18:42:39,739:INFO]:No data file generated for SDWXY02-DT in day 2015-04-08.
[2015-04-09 18:42:39,868:INFO]:No data file generated for SDWXY02-DV in day 2015-04-08.
[2015-04-09 18:42:40,000:INFO]:No data file generated for SDWXY02-DW in day 2015-04-08.
[2015-04-09 18:42:40,119:INFO]:No data file generated for SDWXY02-DW1 in day 2015-04-08.
[2015-04-09 18:42:40,237:INFO]:No data file generated for SDWXY02-DW2 in day 2015-04-08.
[2015-04-09 18:42:40,351:INFO]:No data file generated for SDWXY02-DW3 in day 2015-04-08.
[2015-04-09 18:42:40,483:INFO]:No data file generated for SDWXY02-DW4 in day 2015-04-08.
[2015-04-09 18:42:40,592:INFO]:No data file generated for SDWXY02-DW5 in day 2015-04-08.
[2015-04-09 18:42:40,698:INFO]:No data file generated for SDWXY02-DW6 in day 2015-04-08.
[2015-04-09 18:42:40,812:INFO]:No data file generated for SFH0601-DA in day 2015-04-08.
[2015-04-09 18:42:40,928:INFO]:No data file generated for SFH0601-DB in day 2015-04-08.
[2015-04-09 18:42:41,058:INFO]:No data file generated for SFH0601-DT in day 2015-04-08.
[2015-04-09 18:42:41,207:INFO]:No data file generated for SFH0602-DA in day 2015-04-08.
[2015-04-09 18:42:41,368:INFO]:No data file generated for SFH0602-DB in day 2015-04-08.
[2015-04-09 18:42:41,490:INFO]:No data file generated for SFH0602-DT in day 2015-04-08.
[2015-04-09 18:42:41,609:INFO]:No data file generated for SFH0603-DA in day 2015-04-08.
[2015-04-09 18:42:41,755:INFO]:No data file generated for SFH0603-DB in day 2015-04-08.
[2015-04-09 18:42:41,888:INFO]:No data file generated for SFH0603-DT in day 2015-04-08.
[2015-04-09 18:42:42,023:INFO]:No data file generated for SFH0604-DA in day 2015-04-08.
[2015-04-09 18:42:42,148:INFO]:No data file generated for SFH0604-DB in day 2015-04-08.
[2015-04-09 18:42:42,257:INFO]:No data file generated for SFH0604-DT in day 2015-04-08.
[2015-04-09 18:42:42,367:INFO]:No data file generated for SFH0605-DA in day 2015-04-08.
[2015-04-09 18:42:42,506:INFO]:No data file generated for SFH0605-DB in day 2015-04-08.
[2015-04-09 18:42:42,619:INFO]:No data file generated for SFH0605-DT in day 2015-04-08.
[2015-04-09 18:42:42,750:INFO]:No data file generated for SFH0606-DA in day 2015-04-08.
[2015-04-09 18:42:42,867:INFO]:No data file generated for SFH0606-DB in day 2015-04-08.
[2015-04-09 18:42:42,982:INFO]:No data file generated for SFH0606-DT in day 2015-04-08.
[2015-04-09 18:42:44,180:INFO]:No data file generated for SCVT201-D1 in day 2015-04-08.
[2015-04-09 18:42:44,321:INFO]:No data file generated for SCVT201-DN in day 2015-04-08.
[2015-04-09 18:42:44,983:INFO]:No data file generated for SCVT202-D1 in day 2015-04-08.
[2015-04-09 18:42:45,098:INFO]:No data file generated for SCVT202-DN in day 2015-04-08.
[2015-04-09 18:42:45,223:INFO]:No data file generated for SCVT202-DS in day 2015-04-08.
[2015-04-09 18:42:45,566:INFO]:No data file generated for SCVT203-D1 in day 2015-04-08.
[2015-04-09 18:42:45,681:INFO]:No data file generated for SCVT203-DN in day 2015-04-08.
[2015-04-09 18:42:45,803:INFO]:No data file generated for SCVT203-DS in day 2015-04-08.
[2015-04-09 18:42:46,221:INFO]:No data file generated for SCVT204-D1 in day 2015-04-08.
[2015-04-09 18:42:46,336:INFO]:No data file generated for SCVT204-DN in day 2015-04-08.
[2015-04-09 18:42:46,463:INFO]:No data file generated for SCVT204-DS in day 2015-04-08.
[2015-04-09 18:42:46,927:INFO]:No data file generated for SCVT401-D1 in day 2015-04-08.
[2015-04-09 18:42:47,052:INFO]:No data file generated for SCVT401-DN in day 2015-04-08.
[2015-04-09 18:42:47,191:INFO]:No data file generated for SCVT401-DS in day 2015-04-08.
[2015-04-09 18:42:47,665:INFO]:No data file generated for SCVT402-D1 in day 2015-04-08.
[2015-04-09 18:42:47,779:INFO]:No data file generated for SCVT402-DN in day 2015-04-08.
[2015-04-09 18:42:47,907:INFO]:No data file generated for SCVT402-DS in day 2015-04-08.
[2015-04-09 18:42:48,361:INFO]:No data file generated for SCVT403-D1 in day 2015-04-08.
[2015-04-09 18:42:48,595:INFO]:No data file generated for SCVT403-DN in day 2015-04-08.
[2015-04-09 18:42:48,719:INFO]:No data file generated for SCVT403-DS in day 2015-04-08.
[2015-04-09 18:42:49,138:INFO]:No data file generated for SCVT404-D1 in day 2015-04-08.
[2015-04-09 18:42:49,279:INFO]:No data file generated for SCVT404-DN in day 2015-04-08.
[2015-04-09 18:42:49,391:INFO]:No data file generated for SCVT404-DS in day 2015-04-08.
[2015-04-09 18:42:52,428:INFO]:No data file generated for SSZSY01-DC in day 2015-04-08.
[2015-04-09 18:42:53,647:INFO]:No data file generated for SSZSY02-DC in day 2015-04-08.
[2015-04-09 18:42:54,792:INFO]:No data file generated for SSZSY03-DC in day 2015-04-08.
[2015-04-09 18:42:55,924:INFO]:No data file generated for SSZSY04-DC in day 2015-04-08.
[2015-04-09 18:42:57,114:INFO]:No data file generated for SSZSY05-DC in day 2015-04-08.
[2015-04-09 18:42:57,657:INFO]:No data file generated for SSZSY05-DT in day 2015-04-08.
[2015-04-09 18:42:58,198:INFO]:No data file generated for SSZSY06-DC in day 2015-04-08.
[2015-04-09 18:42:58,565:INFO]:No data file generated for SSZSY06-DT in day 2015-04-08.
[2015-04-09 18:42:59,414:INFO]:No data file generated for SSZXY01-DC in day 2015-04-08.
[2015-04-09 18:42:59,792:INFO]:No data file generated for SSZXY01-DT in day 2015-04-08.
[2015-04-09 18:43:00,446:INFO]:No data file generated for SSZXY02-DC in day 2015-04-08.
[2015-04-09 18:43:01,430:INFO]:No data file generated for SSZXY03-DC in day 2015-04-08.
[2015-04-09 18:43:03,082:INFO]:No data file generated for SSZXY04-DC in day 2015-04-08.
[2015-04-09 18:43:04,766:INFO]:No data file generated for SSZXY05-DC in day 2015-04-08.
[2015-04-09 18:43:06,184:INFO]:No data file generated for SSZXY06-DC in day 2015-04-08.
[2015-04-09 18:43:07,190:INFO]:No data file generated for SFW0601-DA in day 2015-04-08.
[2015-04-09 18:43:07,312:INFO]:No data file generated for SFW0601-DB in day 2015-04-08.
[2015-04-09 18:43:07,500:INFO]:No data file generated for SFW0601-DT in day 2015-04-08.
[2015-04-09 18:43:07,621:INFO]:No data file generated for SFW0602-DA in day 2015-04-08.
[2015-04-09 18:43:07,743:INFO]:No data file generated for SFW0602-DB in day 2015-04-08.
[2015-04-09 18:43:07,897:INFO]:No data file generated for SFW0602-DT in day 2015-04-08.
[2015-04-09 18:43:08,013:INFO]:No data file generated for SFW0603-DA in day 2015-04-08.
[2015-04-09 18:43:08,130:INFO]:No data file generated for SFW0603-DB in day 2015-04-08.
[2015-04-09 18:43:08,292:INFO]:No data file generated for SFW0603-DT in day 2015-04-08.
[2015-04-09 18:43:08,424:INFO]:No data file generated for SFW0604-DA in day 2015-04-08.
[2015-04-09 18:43:08,565:INFO]:No data file generated for SFW0604-DB in day 2015-04-08.
[2015-04-09 18:43:08,687:INFO]:No data file generated for SFW0604-DT in day 2015-04-08.
[2015-04-09 18:43:08,835:INFO]:No data file generated for SFW0605-DA in day 2015-04-08.
[2015-04-09 18:43:08,960:INFO]:No data file generated for SFW0605-DB in day 2015-04-08.
[2015-04-09 18:43:09,085:INFO]:No data file generated for SFW0605-DT in day 2015-04-08.
[2015-04-09 18:43:09,220:INFO]:No data file generated for SFW0606-DA in day 2015-04-08.
[2015-04-09 18:43:09,398:INFO]:No data file generated for SFW0606-DB in day 2015-04-08.
[2015-04-09 18:43:09,528:INFO]:No data file generated for SFW0606-DT in day 2015-04-08.
[2015-04-09 18:43:09,655:INFO]:No data file generated for SFW0607-DA in day 2015-04-08.
[2015-04-09 18:43:09,769:INFO]:No data file generated for SFW0607-DB in day 2015-04-08.
[2015-04-09 18:43:09,898:INFO]:No data file generated for SFW0607-DT in day 2015-04-08.
[2015-04-09 18:43:10,023:INFO]:No data file generated for SFW0608-DA in day 2015-04-08.
[2015-04-09 18:43:10,168:INFO]:No data file generated for SFW0608-DB in day 2015-04-08.
[2015-04-09 18:43:10,341:INFO]:No data file generated for SFW0608-DT in day 2015-04-08.
[2015-04-09 18:43:12,878:INFO]:No data file generated for SEH0601-D1 in day 2015-04-08.
[2015-04-09 18:43:13,006:INFO]:No data file generated for SEH0601-DN in day 2015-04-08.
[2015-04-09 18:43:13,130:INFO]:No data file generated for SEH0601-DS in day 2015-04-08.
[2015-04-09 18:43:13,548:INFO]:No data file generated for SEH0602-D1 in day 2015-04-08.
[2015-04-09 18:43:13,664:INFO]:No data file generated for SEH0602-DN in day 2015-04-08.
[2015-04-09 18:43:13,780:INFO]:No data file generated for SEH0602-DS in day 2015-04-08.
[2015-04-09 18:43:13,907:INFO]:No data file generated for SEH0602-DY in day 2015-04-08.
[2015-04-09 18:43:14,026:INFO]:No data file generated for SEW0401-D1 in day 2015-04-08.
[2015-04-09 18:43:14,161:INFO]:No data file generated for SEW0401-DN in day 2015-04-08.
[2015-04-09 18:43:14,418:INFO]:No data file generated for SEW0401-DS in day 2015-04-08.
[2015-04-09 18:43:14,881:INFO]:No data file generated for SEW0402-D1 in day 2015-04-08.
[2015-04-09 18:43:15,006:INFO]:No data file generated for SEW0402-DN in day 2015-04-08.
[2015-04-09 18:43:15,273:INFO]:No data file generated for SEW0402-DS in day 2015-04-08.
[2015-04-09 18:43:15,801:INFO]:No data file generated for SEW0403-D1 in day 2015-04-08.
[2015-04-09 18:43:15,923:INFO]:No data file generated for SEW0403-DN in day 2015-04-08.
[2015-04-09 18:43:16,065:INFO]:No data file generated for SEW0403-DS in day 2015-04-08.
[2015-04-09 18:43:16,463:INFO]:No data file generated for SEW0404-D1 in day 2015-04-08.
[2015-04-09 18:43:16,576:INFO]:No data file generated for SEW0404-DN in day 2015-04-08.
[2015-04-09 18:43:16,690:INFO]:No data file generated for SEW0404-DS in day 2015-04-08.
[2015-04-09 18:43:17,131:INFO]:No data file generated for SEW0405-D1 in day 2015-04-08.
[2015-04-09 18:43:17,293:INFO]:No data file generated for SEW0405-DN in day 2015-04-08.
[2015-04-09 18:43:17,426:INFO]:No data file generated for SEW0405-DS in day 2015-04-08.
[2015-04-09 18:43:17,825:INFO]:No data file generated for SEW0406-D1 in day 2015-04-08.
[2015-04-09 18:43:17,960:INFO]:No data file generated for SEW0406-DN in day 2015-04-08.
[2015-04-09 18:43:18,098:INFO]:No data file generated for SEW0406-DS in day 2015-04-08.
[2015-04-09 18:43:18,556:INFO]:No data file generated for SEW0407-D1 in day 2015-04-08.
[2015-04-09 18:43:18,684:INFO]:No data file generated for SEW0407-DN in day 2015-04-08.
[2015-04-09 18:43:18,858:INFO]:No data file generated for SEW0407-DS in day 2015-04-08.
[2015-04-09 18:43:19,407:INFO]:No data file generated for SEW0408-D1 in day 2015-04-08.
[2015-04-09 18:43:19,536:INFO]:No data file generated for SEW0408-DN in day 2015-04-08.
[2015-04-09 18:43:19,657:INFO]:No data file generated for SEW0408-DS in day 2015-04-08.
[2015-04-09 18:43:20,151:INFO]:No data file generated for SEW0409-D1 in day 2015-04-08.
[2015-04-09 18:43:20,279:INFO]:No data file generated for SEW0409-DN in day 2015-04-08.
[2015-04-09 18:43:20,408:INFO]:No data file generated for SEW0409-DS in day 2015-04-08.
[2015-04-09 18:43:20,841:INFO]:No data file generated for SEW0410-D1 in day 2015-04-08.
[2015-04-09 18:43:20,980:INFO]:No data file generated for SEW0410-DN in day 2015-04-08.
[2015-04-09 18:43:21,153:INFO]:No data file generated for SEW0410-DS in day 2015-04-08.
[2015-04-09 18:43:21,581:INFO]:No data file generated for SEW0411-D1 in day 2015-04-08.
[2015-04-09 18:43:21,706:INFO]:No data file generated for SEW0411-DN in day 2015-04-08.
[2015-04-09 18:43:21,838:INFO]:No data file generated for SEW0411-DS in day 2015-04-08.
[2015-04-09 18:43:22,278:INFO]:No data file generated for SEW0412-D1 in day 2015-04-08.
[2015-04-09 18:43:22,398:INFO]:No data file generated for SEW0412-DN in day 2015-04-08.
[2015-04-09 18:43:22,517:INFO]:No data file generated for SEW0412-DS in day 2015-04-08.
[2015-04-09 18:43:22,943:INFO]:No data file generated for SEW0601-D1 in day 2015-04-08.
[2015-04-09 18:43:23,066:INFO]:No data file generated for SEW0601-DN in day 2015-04-08.
[2015-04-09 18:43:23,207:INFO]:No data file generated for SEW0601-DS in day 2015-04-08.
[2015-04-09 18:43:23,700:INFO]:No data file generated for SEW0602-D1 in day 2015-04-08.
[2015-04-09 18:43:23,835:INFO]:No data file generated for SEW0602-DN in day 2015-04-08.
[2015-04-09 18:43:23,982:INFO]:No data file generated for SEW0602-DS in day 2015-04-08.
[2015-04-09 18:43:24,631:INFO]:No data file generated for SEW0603-D1 in day 2015-04-08.
[2015-04-09 18:43:24,755:INFO]:No data file generated for SEW0603-DN in day 2015-04-08.
[2015-04-09 18:43:24,904:INFO]:No data file generated for SEW0603-DS in day 2015-04-08.
[2015-04-09 18:43:25,375:INFO]:No data file generated for SEW0604-D1 in day 2015-04-08.
[2015-04-09 18:43:25,515:INFO]:No data file generated for SEW0604-DN in day 2015-04-08.
[2015-04-09 18:43:25,634:INFO]:No data file generated for SEW0604-DS in day 2015-04-08.
[2015-04-09 18:43:26,092:INFO]:No data file generated for SEW0605-D1 in day 2015-04-08.
[2015-04-09 18:43:26,242:INFO]:No data file generated for SEW0605-DN in day 2015-04-08.
[2015-04-09 18:43:26,378:INFO]:No data file generated for SEW0605-DS in day 2015-04-08.
[2015-04-09 18:43:26,845:INFO]:No data file generated for SEW0606-D1 in day 2015-04-08.
[2015-04-09 18:43:27,015:INFO]:No data file generated for SEW0606-DN in day 2015-04-08.
[2015-04-09 18:43:27,206:INFO]:No data file generated for SEW0606-DS in day 2015-04-08.
[2015-04-09 18:43:27,730:INFO]:No data file generated for SEW0607-D1 in day 2015-04-08.
[2015-04-09 18:43:27,970:INFO]:No data file generated for SEW0607-DN in day 2015-04-08.
[2015-04-09 18:43:28,108:INFO]:No data file generated for SEW0607-DS in day 2015-04-08.
[2015-04-09 18:43:28,517:INFO]:No data file generated for SEW0608-D1 in day 2015-04-08.
[2015-04-09 18:43:28,625:INFO]:No data file generated for SEW0608-DN in day 2015-04-08.
[2015-04-09 18:43:28,746:INFO]:No data file generated for SEW0608-DS in day 2015-04-08.
[2015-04-09 18:43:29,151:INFO]:No data file generated for SEW0609-D1 in day 2015-04-08.
[2015-04-09 18:43:29,273:INFO]:No data file generated for SEW0609-DN in day 2015-04-08.
[2015-04-09 18:43:29,391:INFO]:No data file generated for SEW0609-DS in day 2015-04-08.
[2015-04-09 18:43:29,857:INFO]:No data file generated for SEW0610-D1 in day 2015-04-08.
[2015-04-09 18:43:30,040:INFO]:No data file generated for SEW0610-DN in day 2015-04-08.
[2015-04-09 18:43:30,164:INFO]:No data file generated for SEW0610-DS in day 2015-04-08.
[2015-04-09 18:43:30,595:INFO]:No data file generated for SEW0611-D1 in day 2015-04-08.
[2015-04-09 18:43:30,865:INFO]:No data file generated for SEW0611-DN in day 2015-04-08.
[2015-04-09 18:43:31,073:INFO]:No data file generated for SEW0611-DS in day 2015-04-08.
[2015-04-09 18:43:31,618:INFO]:No data file generated for SEW0612-D1 in day 2015-04-08.
[2015-04-09 18:43:31,747:INFO]:No data file generated for SEW0612-DN in day 2015-04-08.
[2015-04-09 18:43:31,884:INFO]:No data file generated for SEW0612-DS in day 2015-04-08.
[2015-04-09 18:43:32,431:INFO]:No data file generated for SEW0613-D1 in day 2015-04-08.
[2015-04-09 18:43:32,875:INFO]:No data file generated for SEW0613-DN in day 2015-04-08.
[2015-04-09 18:43:33,088:INFO]:No data file generated for SEW0613-DS in day 2015-04-08.
[2015-04-09 18:43:33,923:INFO]:No data file generated for SEW0614-D1 in day 2015-04-08.
[2015-04-09 18:43:34,318:INFO]:No data file generated for SEW0614-DN in day 2015-04-08.
[2015-04-09 18:43:34,539:INFO]:No data file generated for SEW0614-DS in day 2015-04-08.
[2015-04-09 18:43:36,453:INFO]:No data file generated for SEW0615-D1 in day 2015-04-08.
[2015-04-09 18:43:36,661:INFO]:No data file generated for SEW0615-DN in day 2015-04-08.
[2015-04-09 18:43:36,858:INFO]:No data file generated for SEW0615-DS in day 2015-04-08.
[2015-04-09 18:43:37,224:INFO]:No data file generated for SEW0616-D1 in day 2015-04-08.
[2015-04-09 18:43:37,371:INFO]:No data file generated for SEW0616-DN in day 2015-04-08.
[2015-04-09 18:43:37,578:INFO]:No data file generated for SEW0616-DS in day 2015-04-08.
[2015-04-09 18:43:38,013:INFO]:No data file generated for SEW0617-D1 in day 2015-04-08.
[2015-04-09 18:43:38,142:INFO]:No data file generated for SEW0617-DN in day 2015-04-08.
[2015-04-09 18:43:38,318:INFO]:No data file generated for SEW0617-DS in day 2015-04-08.
[2015-04-09 18:43:38,773:INFO]:No data file generated for SEW0618-D1 in day 2015-04-08.
[2015-04-09 18:43:38,894:INFO]:No data file generated for SEW0618-DN in day 2015-04-08.
[2015-04-09 18:43:39,025:INFO]:No data file generated for SEW0618-DS in day 2015-04-08.
[2015-04-09 18:43:39,476:INFO]:No data file generated for SEWSY01-D1 in day 2015-04-08.
[2015-04-09 18:43:39,681:INFO]:No data file generated for SEWSY01-DN in day 2015-04-08.
[2015-04-09 18:43:39,805:INFO]:No data file generated for SEWSY01-DS in day 2015-04-08.
[2015-04-09 18:43:40,331:INFO]:No data file generated for SEWSY02-D1 in day 2015-04-08.
[2015-04-09 18:43:40,463:INFO]:No data file generated for SEWSY02-DN in day 2015-04-08.
[2015-04-09 18:43:40,575:INFO]:No data file generated for SEWSY02-DS in day 2015-04-08.
[2015-04-09 18:43:40,976:INFO]:No data file generated for SEWSY03-D1 in day 2015-04-08.
[2015-04-09 18:43:41,101:INFO]:No data file generated for SEWSY03-DN in day 2015-04-08.
[2015-04-09 18:43:41,237:INFO]:No data file generated for SEWSY03-DS in day 2015-04-08.
[2015-04-09 18:43:41,744:INFO]:No data file generated for SEWXY01-D1 in day 2015-04-08.
[2015-04-09 18:43:41,868:INFO]:No data file generated for SEWXY01-DN in day 2015-04-08.
[2015-04-09 18:43:41,992:INFO]:No data file generated for SEWXY01-DS in day 2015-04-08.
[2015-04-09 18:43:42,533:INFO]:No data file generated for SEWXY02-D1 in day 2015-04-08.
[2015-04-09 18:43:42,648:INFO]:No data file generated for SEWXY02-DN in day 2015-04-08.
[2015-04-09 18:43:42,759:INFO]:No data file generated for SEWXY02-DS in day 2015-04-08.
[2015-04-09 18:43:43,252:INFO]:No data file generated for SEWXY03-D1 in day 2015-04-08.
[2015-04-09 18:43:43,381:INFO]:No data file generated for SEWXY03-DN in day 2015-04-08.
[2015-04-09 18:43:43,493:INFO]:No data file generated for SEWXY03-DS in day 2015-04-08.
[2015-04-09 18:44:00,493:INFO]:No data file generated for SWST101-DA in day 2015-04-08.
[2015-04-09 18:44:00,601:INFO]:No data file generated for SWST101-DC in day 2015-04-08.
[2015-04-09 18:44:00,921:INFO]:No data file generated for SWST101-DP in day 2015-04-08.
[2015-04-09 18:44:01,305:INFO]:No data file generated for SWST101-DT in day 2015-04-08.
[2015-04-09 18:44:01,420:INFO]:No data file generated for SWST101-DX in day 2015-04-08.
